,Shortest running cases,ymd,Duration
0,MA/19/413,0 years 0 months 0 days,0
1,RP/21/3,0 years 0 months 0 days,0
2,RP/19/231,0 years 0 months 0 days,0
3,RA/21/13,0 years 0 months 0 days,0
4,MA/21/111,0 years 0 months 1 days,1
5,EA/19/105,0 years 0 months 1 days,1
6,RP/20/7,0 years 0 months 1 days,1
7,EA/19/106,0 years 0 months 1 days,1
8,MA/21/112,0 years 0 months 1 days,1
9,RP/20/69,0 years 0 months 1 days,1
