,Shortest running cases,ymd,Duration
0,RA/14/2020,0 years 0 months 0 days,0
1,MA/54/2020,0 years 0 months 0 days,0
2,MA/71/2021,0 years 0 months 0 days,0
3,MA/134/2020,0 years 0 months 0 days,0
4,MA/19/2020,0 years 0 months 0 days,0
5,MA/20/2020,0 years 0 months 0 days,0
6,A/1080/2019,0 years 0 months 0 days,0
7,A/109/2020,0 years 0 months 0 days,0
8,MA/247/2019,0 years 0 months 0 days,0
9,AEA/23/2021,0 years 0 months 0 days,0
